,source,target,size,directed 
1145,RE5,2994,172,false
1146,RE5,3098,187,false
1147,RE5,405,15,false
1148,RE5,451,160,false
1149,RE5,654,175,false
1150,RE5,766,172,false
1151,RE6,1085,338,false
1152,RE6,1712,358,false
1153,RE6,1728,22,false
1154,RE6,2099,349,false
1155,RE6,2147,18,false
1156,RE6,2419,25,false
1157,RE6,2437,15,false
1158,RE6,2919,351,false
1159,RE6,734,361,false
1160,RE7,1707,8,false
1161,RE7,5048,35,false
1162,RE7,5053,8,false
1163,RE7,5054,35,false
1164,RE7,5338,8,false
1165,RE7,5343,35,false
1166,RE7,5344,8,false
1167,RE7,5345,35,false
1168,RE8,1066,29,false
1169,RE8,1100,17,false
1170,RE8,1139,96,false
1171,RE8,1228,40,false
1172,RE8,1550,148,false
1173,RE8,1575,17,false
1174,RE8,1632,228,false
1175,RE8,1728,70,false
1176,RE8,1841,281,false
1177,RE8,1846,221,false
1178,RE8,2151,17,false
1179,RE8,2195,17,false
1180,RE8,2760,96,false
1181,RE8,2850,36,false
1182,RE8,2916,220,false
1183,RE8,2993,136,false
1184,RE8,3071,17,false
1185,RE8,618,198,false
1186,RE8,807,16,false
1187,RE80,1087,84,false
1188,RE80,1158,82,false
1189,RE80,1230,6,false
1190,RE80,1728,84,false
1191,RE80,1841,93,false
1192,RE80,2696,78,false
1193,RE80,3222,84,false
1194,RE80,873,11,false
1195,S1,1584,8,false
1196,S1,1688,1635,false
1197,S1,1713,1635,false
1198,S1,1719,1635,false
1199,S1,1720,1635,false
1200,S1,2487,8,false
1201,S1,2520,8,false
1202,S1,2604,8,false
1203,S1,2820,1635,false
1204,S1,3468,1635,false
1205,S1,5056,1500,false
1206,S1,5058,1500,false
1207,S1,5060,1500,false
1208,S1,5062,1500,false
1209,S1,5064,1500,false
1210,S1,710,1635,false
1211,S10,1087,38,false
1212,S10,1158,4,false
1213,S10,3222,8,false
1214,S10,400,4,false
1215,S11,1087,238,false
1216,S11,1158,252,false
1217,S11,1208,252,false
1218,S11,1230,750,false
1219,S11,1581,252,false
1220,S11,1711,754,false
1221,S11,1715,242,false
1222,S11,1728,14,false
1223,S11,1841,754,false
1224,S11,2696,252,false
1225,S11,2716,256,false
1226,S11,3098,170,false
1227,S11,3099,200,false
1228,S11,3222,750,false
1229,S11,819,750,false
1230,S11,873,750,false
1231,S11,899,252,false
1232,S2,1707,914,false
1233,S2,1713,36,false
1234,S2,1714,740,false
1235,S2,1718,740,false
1236,S2,1719,36,false
1237,S2,1720,36,false
1238,S2,1723,740,false
1239,S2,3468,36,false
1240,S2,5046,20,false
1241,S2,5065,194,false
1242,S2,5066,906,false
1243,S2,5069,906,false
1244,S2,5070,194,false
1245,S2,5071,17,false
1246,S2,5072,20,false
1247,S2,5073,17,false
1248,S2,5087,20,false
1249,S2,5409,194,false
1250,S3,5054,910,false
1251,S3,5056,910,false
1252,S3,5058,910,false
1253,S3,5060,910,false
1254,S3,5062,910,false
1255,S3,5064,910,false
1256,S30,1542,77,false
1257,S30,2260,77,false
1258,S30,2833,77,false
1259,S30,635,77,false
1260,S30,636,77,false
1261,S4,1707,12,false
1262,S4,5046,899,false
1263,S4,5053,12,false
1264,S4,5054,899,false
1265,S4,5065,899,false
1266,S4,5066,12,false
1267,S4,5069,12,false
1268,S4,5070,899,false
1269,S4,5071,12,false
1270,S4,5072,899,false
1271,S4,5073,12,false
1272,S4,5087,15,false
1273,S4,5409,899,false
1274,S40,1087,272,false
1275,S40,1492,272,false
1276,S40,2974,272,false
1277,S40,3222,11,false
1278,S40,85033,272,false
1279,S5,1029,942,false
1280,S5,1046,942,false
1281,S5,1393,996,false
1282,S5,1413,996,false
1283,S5,1554,990,false
1284,S5,1690,990,false
1285,S5,1708,990,false
1286,S5,1713,990,false
1287,S5,1714,1048,false
1288,S5,1718,1048,false
1289,S5,1719,990,false
1290,S5,1723,1048,false
1291,S5,2033,990,false
1292,S5,2147,990,false
1293,S5,2345,990,false
1294,S5,2910,990,false
1295,S5,2919,990,false
1296,S5,2987,980,false
1297,S5,2994,942,false
1298,S5,3061,1048,false
1299,S5,3098,980,false
1300,S5,3099,1048,false
1301,S5,3169,990,false
1302,S5,3468,990,false
1303,S5,3507,1048,false
1304,S5,380,1048,false
1305,S5,405,996,false
1306,S5,766,980,false
1307,S5,858,980,false
1308,S5,951,1048,false
1309,S50,1393,114,false
1310,S50,1492,126,false
1311,S50,2974,126,false
1312,S50,2994,300,false
1313,S50,451,300,false
1314,S50,5264,186,false
1315,S50,5265,360,false
1316,S50,5266,186,false
1317,S50,5276,84,false
1318,S50,766,360,false
1319,S50,85033,96,false
1320,S50,85099,300,false
1321,S6,1174,1269,false
1322,S6,1714,1227,false
1323,S6,1718,1227,false
1324,S6,1723,1227,false
1325,S6,2909,1269,false
1326,S6,3098,1269,false
1327,S6,3099,1271,false
1328,S6,3507,1227,false
1329,S6,381,1269,false
1330,S7,1119,352,false
1331,S7,1193,389,false
1332,S7,1550,390,false
1333,S7,1604,420,false
1334,S7,1711,419,false
1335,S7,1715,352,false
1336,S7,1761,420,false
1337,S7,1841,419,false
1338,S7,1842,420,false
1339,S7,1930,372,false
1340,S7,2337,389,false
1341,S7,2612,389,false
1342,S7,2716,352,false
1343,S7,2930,415,false
1344,S7,2982,388,false
1345,S7,3074,415,false
1346,S7,3101,415,false
1347,S7,634,420,false
1348,S7,642,415,false
1349,S7,768,420,false
1350,S7,891,420,false
1351,S7,950,420,false
1352,S8,1066,871,false
1353,S8,1551,871,false
1354,S8,1711,875,false
1355,S8,1715,6,false
1356,S8,1841,871,false
1357,S8,2716,6,false
1358,S8,388,871,false
1359,S8,453,6,false
1360,S8,905,875,false
1361,S9,1230,36,false
1362,S9,1386,1248,false
1363,S9,1581,1217,false
1364,S9,1711,36,false
1365,S9,1712,1248,false
1366,S9,1715,24,false
1367,S9,1717,1248,false
1368,S9,1721,1248,false
1369,S9,1841,36,false
1370,S9,2696,1337,false
1371,S9,2716,1217,false
1372,S9,5048,156,false
1373,S9,5049,156,false
1374,S9,5052,156,false
1375,S9,5064,1321,false
1376,S9,5073,1321,false
1377,S9,780,1248,false
1378,XP1,1707,380,false
1379,XP1,5264,380,false
1380,XP2,1707,52,false
1381,XP2,1715,167,false
1382,XP2,5048,211,false
1383,XP2,5264,52,false
1384,XP2,5266,211,false
