,source,target,route,size
734,3222,1158,S11,6
735,3222,1208,S11,5
736,3222,2696,RE80,2
737,3372,997,R6,3
738,3372,1201,R6,3
739,3380,2046,R35,1
740,3380,2611,R35,1
741,3468,1718,S1,6
742,3468,1718,S2,5
743,3468,1718,S5,6
744,3468,1718,S6,6
745,3468,1723,S1,6
746,3468,1723,S2,6
747,3468,1723,S5,6
748,3468,1723,S6,6
749,3507,2147,S5,6
750,3507,2147,S6,6
751,3507,3169,S5,6
752,3507,3169,S6,5
753,3594,2920,R2,3
754,3594,3016,R2,3
755,3595,3016,R2,3
756,3595,3596,R2,3
757,3596,632,R2,3
758,3596,3595,R2,3
759,5046,819,S4,5
760,5046,5073,R16,3
761,5046,5073,S4,5
762,5046,5086,R16,3
763,5048,1707,R17,3
764,5048,1707,R22,3
765,5048,1707,R27,2
766,5048,1707,R28,6
767,5048,1707,XP1,6
768,5048,1707,XP2,6
769,5048,5064,S1,6
770,5048,5064,S3,6
771,5048,5064,S9,10
772,5048,5262,R27,3
773,5048,5262,R28,4
774,5048,5264,XP1,6
775,5048,5264,XP2,6
776,5048,5309,R22,3
777,5048,5336,R17,4
778,5049,5064,S9,10
779,5049,5073,S9,10
780,5051,5348,RE3,1
781,5052,2696,S9,9
782,5052,5073,S9,10
783,5053,1707,XP1,5
784,5053,5054,R16,4
785,5053,5054,R17,4
786,5053,5054,R22,4
787,5053,5054,R27,3
788,5053,5054,S3,6
789,5053,5054,S4,6
790,5054,1707,R16,4
791,5054,1707,R17,4
792,5054,1707,R22,4
793,5054,1707,R27,3
794,5054,1707,S3,6
795,5054,1707,S4,5
796,5054,5053,R16,3
797,5054,5053,R17,4
798,5054,5053,R22,3
799,5054,5053,R27,3
800,5054,5053,RE1,1
801,5054,5053,S3,6
802,5054,5053,S4,6
803,5056,1707,S1,6
804,5056,1707,S3,6
805,5056,5057,S1,4
806,5056,5057,S3,6
807,5057,5056,S1,5
808,5057,5056,S3,6
809,5057,5058,S1,5
810,5057,5058,S3,6
811,5058,5057,S1,6
812,5058,5057,S3,6
813,5058,5059,S1,5
814,5058,5059,S3,6
815,5059,5058,S1,6
816,5059,5058,S3,6
817,5059,5060,S1,5
818,5059,5060,S3,6
819,5060,5059,S1,6
820,5060,5059,S3,6
821,5060,5061,S1,5
822,5060,5061,S3,6
823,5061,5060,S1,6
824,5061,5060,S3,6
825,5061,5062,S1,5
826,5061,5062,S3,6
827,5062,5061,S1,6
828,5062,5061,S3,6
829,5062,5063,S1,5
830,5062,5063,S3,5
831,5063,5062,S1,6
832,5063,5062,S3,5
833,5063,5064,S1,5
834,5063,5064,S3,5
835,5064,5048,S1,5
836,5064,5048,S3,6
837,5064,5048,S9,10
838,5064,5049,S9,10
839,5064,5063,S1,6
840,5064,5063,S3,6
841,5065,1707,R16,3
842,5065,1707,S2,12
843,5065,1707,S4,6
844,5065,5066,S2,12
845,5065,5066,S4,6
846,5065,5073,R16,3
847,5066,5065,S2,12
848,5066,5065,S4,6
849,5066,5409,S2,12
850,5066,5409,S4,6
851,5069,5070,S2,12
852,5069,5070,S4,6
853,5069,5409,S2,10
854,5069,5409,S4,6
855,5070,5069,S2,12
856,5070,5069,S4,6
857,5070,5071,S4,6
858,5071,5070,S4,6
859,5071,5072,S4,6
860,5072,5071,S4,6
861,5072,5073,S4,6
862,5073,5046,R16,3
863,5073,5046,S4,5
864,5073,5049,S9,10
865,5073,5052,S9,10
866,5073,5065,R16,3
867,5073,5072,S4,6
868,5086,5046,R16,3
869,5086,5087,R16,3
870,5087,5086,R16,3
871,5087,5088,R16,3
872,5088,5087,R16,3
873,5088,5089,R16,3
874,5089,5088,R16,3
875,5089,5090,R16,3
876,5090,5089,R16,3
877,5090,5091,R16,2
878,5091,5090,R16,2
879,5091,5092,R16,2
880,5092,1698,R16,3
881,5092,5091,R16,2
882,5093,5352,RE3,2
883,5093,5359,RE3,2
884,5094,1698,R16,3
885,5094,5095,R16,3
886,5095,5094,R16,3
887,5095,5096,R16,3
888,5096,5095,R16,3
889,5096,5097,R16,3
890,5097,5096,R16,3
891,5097,5098,R16,3
892,5098,5097,R16,3
893,5151,5152,RE3,1
894,5151,5359,R3,1
895,5151,5359,RE3,2
896,5151,5361,R3,2
897,5152,5151,RE3,1
898,5152,5361,R3,2
899,5152,5362,R3,2
900,5152,5364,RE3,1
901,5154,734,RE3,1
902,5154,5366,RE3,1
903,5154,5367,R3,2
904,5154,5368,R3,3
905,5262,5048,R27,3
906,5262,5048,R28,4
907,5262,5263,R27,3
908,5262,5263,R28,4
909,5263,5262,R27,3
910,5263,5262,R28,4
911,5263,5264,R27,3
912,5263,5264,R28,6
913,5264,766,S50,6
914,5264,5048,XP1,6
915,5264,5048,XP2,6
916,5264,5263,R27,3
917,5264,5263,R28,6
918,5264,5265,R28,6
919,5264,5265,S50,6
920,5264,5266,XP1,5
921,5264,5266,XP2,6
922,5264,5334,R27,3
923,5265,5264,R28,6
924,5265,5264,S50,6
925,5265,5266,R28,6
926,5265,5266,S50,6
927,5266,5264,XP1,5
928,5266,5264,XP2,6
929,5266,5265,R28,6
930,5266,5265,S50,6
931,5266,5276,R28,3
932,5266,5276,XP2,3
933,5276,5266,R28,3
934,5276,5266,S50,1
935,5276,5266,XP2,3
936,5309,5048,R22,2
937,5309,5310,R22,4
938,5310,5309,R22,3
939,5310,5311,R22,4
940,5311,5310,R22,3
941,5311,5312,R22,4
942,5312,5311,R22,3
943,5312,5313,R22,4
944,5313,5312,R22,3
945,5313,5314,R22,4
946,5314,5313,R22,3
947,5314,5315,R22,4
948,5315,5314,R22,3
949,5315,5316,R22,4
950,5316,5315,R22,3
951,5316,5317,R22,3
952,5317,5316,R22,3
953,5317,5318,R22,3
954,5318,5317,R22,4
955,5318,5319,R22,3
956,5319,5318,R22,4
957,5319,5320,R22,3
958,5320,5319,R22,3
959,5320,5321,R22,3
960,5321,5320,R22,3
961,5321,5322,R22,2
962,5322,5321,R22,3
963,5322,5323,R22,2
964,5323,5322,R22,2
965,5323,5324,R22,1
966,5323,5325,R22,2
967,5324,5323,R22,2
968,5324,5325,R22,1
969,5325,5323,R22,1
970,5325,5324,R22,2
971,5325,5326,R22,3
972,5326,5325,R22,3
973,5326,5327,R22,3
974,5327,5326,R22,3
975,5327,5328,R22,3
976,5328,5327,R22,3
977,5332,5333,R27,3
978,5333,5332,R27,3
979,5333,5334,R27,3
980,5334,5264,R27,3
981,5334,5333,R27,3
982,5336,5048,R17,4
983,5336,5337,R17,4
984,5337,5336,R17,4
985,5337,5338,R17,4
986,5338,5337,R17,4
987,5338,5339,R17,4
988,5339,5338,R17,4
989,5339,5340,R17,4
990,5340,5339,R17,4
991,5340,5341,R17,4
992,5341,5340,R17,4
993,5341,5342,R17,4
994,5342,5341,R17,4
995,5342,5343,R17,3
996,5343,5342,R17,3
997,5343,5344,R17,3
998,5344,5343,R17,3
999,5344,5345,R17,3
1000,5345,5344,R17,4
1001,5345,5346,R17,3
1002,5346,5345,R17,4
1003,5348,5051,RE3,1
1004,5348,5350,RE3,2
1005,5350,5348,RE3,2
1006,5350,5352,RE3,2
1007,5352,5093,RE3,2
1008,5352,5350,RE3,2
1009,5356,5357,R3,1
1010,5357,5359,R3,1
1011,5359,5093,RE3,2
1012,5359,5151,R3,1
1013,5359,5151,RE3,2
1014,5359,5357,R3,1
1015,5361,5151,R3,2
1016,5361,5152,R3,2
1017,5362,5152,R3,2
1018,5362,5363,R3,2
1019,5363,5362,R3,2
1020,5363,5364,R3,2
1021,5364,5152,RE3,1
1022,5364,5363,R3,2
1023,5364,5365,R3,2
1024,5364,5365,RE3,1
1025,5365,5364,R3,2
1026,5365,5364,RE3,1
1027,5365,5366,R3,2
1028,5365,5366,RE3,1
1029,5366,5154,RE3,1
1030,5366,5365,R3,2
1031,5366,5365,RE3,1
1032,5366,5367,R3,2
1033,5367,5154,R3,2
1034,5367,5366,R3,2
1035,5368,5154,R3,3
1036,5368,5369,R3,3
1037,5369,5368,R3,3
1038,5369,5370,R3,3
1039,5370,5369,R3,3
1040,5370,5374,R3,3
1041,5374,5370,R3,3
1042,5374,5375,R3,4
1043,5375,5374,R3,3
1044,5375,5376,R3,4
1045,5376,5375,R3,4
1046,5376,5378,R3,3
1047,5378,734,R3,3
1048,5378,5376,R3,4
1049,5409,5066,S2,10
1050,5409,5066,S4,6
1051,5409,5069,S2,10
1052,5409,5069,S4,6
1053,85033,85053,S40,2
1054,85033,85099,S40,2
1055,85033,85099,S50,2
1056,85053,1087,S40,3
1057,85053,85033,S40,2
1058,85099,2974,S40,3
1059,85099,2974,S50,3
1060,85099,85033,S40,2
1061,85099,85033,S50,3
