,source,target,size
406,1858,2036.0,28
407,1863,407.0,56
408,1863,2301.0,42
409,1899,1858.0,29
410,1899,2391.0,48
411,1917,1404.0,6
412,1917,2909.0,152
413,1919,2632.0,24
414,1919,3013.0,24
415,1930,1761.0,88
416,1930,2612.0,88
417,1934,1575.0,76
418,1934,1632.0,57
419,1936,2976.0,8
420,1937,388.0,104
421,1937,1066.0,91
422,1940,926.0,36
423,1940,1202.0,79
424,1940,2392.0,32
425,1949,1528.0,42
426,1949,1969.0,42
427,1964,905.0,91
428,1964,1066.0,104
429,1969,937.0,56
430,1969,1949.0,42
431,1973,1005.0,22
432,1973,2557.0,22
433,1974,734.0,60
434,1974,2437.0,84
435,1998,811.0,48
436,1998,905.0,48
437,2015,1128.0,10
438,2015,1151.0,48
439,2015,1473.0,48
440,2019,2391.0,29
441,2019,3014.0,36
442,2033,858.0,240
443,2033,2987.0,210
444,2035,2894.0,60
445,2036,1858.0,28
446,2036,3053.0,28
447,2046,1037.0,48
448,2046,1039.0,44
449,2046,1720.0,50
450,2046,2301.0,56
451,2046,3380.0,52
452,2099,1229.0,33
453,2099,3025.0,33
454,2111,2564.0,11
455,2111,2589.0,36
456,2112,725.0,46
457,2112,866.0,36
458,2112,1202.0,24
459,2112,2513.0,60
460,2112,2881.0,11
461,2138,2640.0,52
462,2138,3134.0,39
463,2143,588.0,44
464,2143,736.0,50
465,2147,1712.0,97
466,2147,2919.0,68
467,2147,2920.0,7
468,2147,3016.0,20
469,2147,3061.0,240
470,2147,3507.0,392
471,2151,1139.0,76
472,2151,1258.0,76
473,2164,1626.0,7
474,2164,2211.0,7
475,2195,2218.0,9
476,2211,374.0,7
477,2211,1134.0,24
478,2211,1202.0,24
479,2211,2164.0,7
480,2218,1100.0,9
481,2218,2760.0,24
482,2223,424.0,29
483,2223,632.0,30
484,2223,2836.0,48
485,2223,3183.0,48
486,2235,424.0,30
487,2235,1111.0,29
488,2250,654.0,40
489,2260,801.0,44
490,2260,1593.0,33
491,2275,1089.0,32
492,2275,2477.0,32
493,2301,1863.0,56
494,2301,2046.0,42
495,2335,2336.0,54
496,2335,3114.0,54
497,2336,472.0,54
498,2336,2335.0,54
499,2337,634.0,88
500,2337,950.0,88
501,2345,381.0,152
502,2345,2987.0,240
503,2345,3098.0,392
504,2391,1899.0,29
505,2391,2019.0,48
506,2392,1940.0,32
507,2392,3022.0,32
508,2419,799.0,24
509,2419,1085.0,44
510,2419,1848.0,48
511,2419,2919.0,33
512,2435,2651.0,11
513,2437,734.0,54
514,2437,1085.0,92
515,2437,1128.0,48
516,2437,1974.0,60
517,2477,2275.0,32
518,2477,2632.0,32
519,2481,1188.0,42
520,2481,1739.0,56
521,2487,710.0,200
522,2487,1720.0,200
523,2504,2916.0,9
524,2513,934.0,60
525,2513,2112.0,60
526,2518,746.0,11
527,2518,964.0,11
528,2520,710.0,200
529,2520,1688.0,200
530,2557,1645.0,22
531,2557,1973.0,22
532,2564,2435.0,11
533,2573,455.0,57
534,2573,2760.0,57
535,2589,1134.0,36
536,2589,2111.0,36
537,2603,576.0,32
538,2603,734.0,86
539,2603,1835.0,36
540,2604,1688.0,200
541,2604,2820.0,175
542,2611,3134.0,52
543,2611,3380.0,39
544,2612,1119.0,88
545,2612,1930.0,88
546,2632,1919.0,24
547,2632,2477.0,32
548,2636,636.0,33
549,2636,1542.0,33
550,2640,1311.0,52
551,2640,2138.0,39
552,2651,975.0,11
553,2655,2889.0,8
554,2686,937.0,36
555,2686,1584.0,36
556,2696,819.0,108
557,2696,1230.0,234
558,2696,1841.0,18
559,2696,3222.0,24
560,2696,5052.0,171
561,2697,397.0,58
562,2697,632.0,48
563,2713,461.0,18
564,2713,1259.0,20
565,2713,1393.0,18
566,2713,3018.0,20
567,2716,1711.0,482
568,2716,1841.0,506
569,2757,948.0,20
570,2757,3018.0,20
571,2760,1846.0,23
572,2760,2195.0,9
573,2760,2573.0,57
574,2760,2916.0,34
575,2763,926.0,47
576,2763,997.0,50
577,2790,457.0,11
578,2790,746.0,44
579,2793,461.0,18
580,2793,3012.0,18
581,2808,455.0,76
582,2808,1846.0,76
583,2820,1584.0,200
584,2820,2604.0,175
585,2833,1853.0,33
586,2833,2906.0,44
587,2836,811.0,48
588,2836,2223.0,48
589,2850,2916.0,35
590,2881,1415.0,11
591,2881,2112.0,22
592,2889,1682.0,39
593,2889,2973.0,47
594,2894,1153.0,60
595,2894,2035.0,60
596,2906,636.0,44
597,2906,2833.0,33
598,2909,1618.0,133
599,2909,1917.0,152
600,2910,380.0,240
601,2910,951.0,240
602,2916,641.0,9
603,2916,2218.0,24
604,2916,2760.0,11
605,2916,2850.0,34
606,2919,892.0,47
607,2919,951.0,240
608,2919,1712.0,14
609,2919,2147.0,89
610,2919,2419.0,33
611,2919,2920.0,35
612,2919,3048.0,24
613,2920,2919.0,35
614,2920,3016.0,7
615,2920,3594.0,35
616,2923,780.0,147
617,2923,1386.0,147
618,2930,891.0,79
619,2930,1604.0,101
620,2934,1402.0,48
621,2934,1407.0,20
622,2973,2889.0,39
623,2973,2981.0,60
624,2974,451.0,81
625,2974,85099.0,79
626,2976,2655.0,8
627,2981,193.0,60
628,2981,2973.0,52
629,2982,1119.0,88
630,2982,1550.0,88
631,2987,2033.0,210
632,2987,2345.0,240
633,2993,618.0,91
634,2993,1329.0,57
635,2993,1632.0,35
636,2994,1393.0,73
637,2994,1413.0,240
638,2994,1492.0,119
639,3012,1253.0,9
640,3012,2793.0,18
641,3013,1263.0,32
642,3013,1919.0,24
643,3014,2019.0,29
644,3015,807.0,16
645,3015,1550.0,8
646,3016,632.0,27
647,3016,2147.0,20
648,3016,2920.0,7
649,3016,3594.0,35
650,3016,3595.0,35
651,3018,2713.0,20
652,3018,2757.0,20
653,3022,1634.0,32
654,3022,2392.0,32
655,3025,2099.0,44
656,3032,698.0,6
657,3038,813.0,54
658,3038,1425.0,54
659,3048,1848.0,24
660,3048,2919.0,48
661,3053,367.0,28
662,3053,2036.0,28
663,3061,1690.0,210
664,3061,2147.0,240
665,3071,2850.0,9
666,3074,634.0,101
667,3074,891.0,101
668,3095,1037.0,32
669,3095,1467.0,48
670,3098,766.0,28
671,3098,1554.0,40
672,3098,1708.0,373
673,3098,1715.0,50
674,3098,1728.0,18
675,3098,2345.0,392
676,3099,1708.0,392
677,3099,1712.0,42
678,3099,1713.0,392
679,3099,1715.0,14
680,3101,768.0,101
681,3101,1842.0,101
682,3109,1202.0,11
683,3109,1415.0,22
684,3114,813.0,54
685,3114,2335.0,54
686,3119,381.0,152
687,3119,1174.0,152
688,3123,964.0,11
689,3134,2138.0,52
690,3134,2611.0,39
691,3169,1712.0,147
692,3169,1717.0,147
693,3169,1718.0,392
694,3169,3507.0,373
695,3183,632.0,48
696,3183,2223.0,48
697,3222,401.0,40
698,3222,1158.0,172
699,3222,1208.0,95
700,3222,2696.0,24
701,3372,997.0,47
702,3372,1201.0,50
703,3380,2046.0,39
704,3380,2611.0,52
705,3468,1718.0,683
706,3468,1723.0,696
707,3507,2147.0,392
708,3507,3169.0,373
709,3594,2920.0,35
710,3594,3016.0,35
711,3595,3016.0,35
712,3595,3596.0,28
713,3596,632.0,28
714,3596,3595.0,35
715,5046,819.0,91
716,5046,5073.0,215
717,5046,5086.0,102
718,5048,1707.0,428
719,5048,5064.0,475
720,5048,5262.0,91
721,5048,5264.0,84
722,5048,5309.0,106
723,5048,5314.0,15
724,5048,5336.0,120
725,5049,5064.0,171
726,5049,5073.0,171
727,5051,5348.0,27
728,5052,2696.0,150
729,5052,5073.0,171
730,5053,1707.0,35
731,5053,5054.0,621
732,5054,1707.0,608
733,5054,5053.0,633
734,5056,1707.0,304
735,5056,5057.0,279
736,5057,5056.0,279
737,5057,5058.0,304
738,5058,5057.0,304
739,5058,5059.0,304
740,5059,5058.0,304
741,5059,5060.0,304
742,5060,5059.0,304
743,5060,5061.0,304
744,5061,5060.0,304
745,5061,5062.0,304
746,5062,5061.0,304
747,5062,5063.0,291
748,5063,5062.0,291
749,5063,5064.0,291
750,5064,5048.0,475
751,5064,5049.0,171
752,5064,5063.0,304
753,5065,1707.0,380
754,5065,5066.0,256
755,5065,5073.0,87
756,5066,5065.0,256
757,5066,5409.0,256
758,5069,5070.0,256
759,5069,5409.0,237
760,5070,5069.0,256
761,5070,5071.0,104
762,5071,5070.0,104
763,5071,5072.0,104
764,5072,5071.0,104
765,5072,5073.0,104
766,5073,5046.0,193
767,5073,5049.0,171
768,5073,5052.0,171
769,5073,5065.0,124
770,5073,5072.0,104
771,5086,5046.0,143
772,5086,5087.0,102
773,5087,5086.0,143
774,5087,5088.0,102
775,5088,5087.0,143
776,5088,5089.0,102
777,5089,5088.0,143
778,5089,5090.0,102
779,5090,5089.0,143
780,5090,5091.0,87
781,5091,5090.0,124
782,5091,5092.0,87
783,5092,1698.0,106
784,5092,5091.0,124
785,5093,5352.0,26
786,5093,5355.0,23
787,5093,5359.0,27
788,5094,1698.0,124
789,5094,5095.0,76
790,5095,5094.0,94
791,5095,5096.0,76
792,5096,5095.0,76
793,5096,5097.0,76
794,5097,5095.0,18
795,5097,5096.0,76
796,5097,5098.0,76
797,5098,5097.0,94
798,5151,5152.0,13
799,5151,5359.0,26
800,5151,5361.0,41
801,5152,5151.0,26
802,5152,5361.0,18
803,5152,5362.0,41
804,5152,5364.0,26
805,5154,734.0,26
806,5154,5366.0,26
807,5154,5367.0,52
808,5154,5368.0,59
809,5262,5048.0,91
810,5262,5263.0,91
811,5263,5262.0,91
812,5263,5264.0,108
813,5264,766.0,61
814,5264,5048.0,84
815,5264,5263.0,108
816,5264,5265.0,129
817,5264,5266.0,79
818,5264,5334.0,40
819,5265,5264.0,129
820,5265,5266.0,129
821,5266,5264.0,79
822,5266,5265.0,129
823,5266,5276.0,92
824,5276,5266.0,92
825,5309,5048.0,117
826,5309,5310.0,130
827,5310,5309.0,132
828,5310,5311.0,130
829,5311,5310.0,132
830,5311,5312.0,130
831,5312,5311.0,132
832,5312,5313.0,130
833,5313,5312.0,132
834,5313,5314.0,130
835,5314,5048.0,15
836,5314,5313.0,132
837,5314,5315.0,130
838,5314,5318.0,15
839,5315,5314.0,132
840,5315,5316.0,130
841,5316,5315.0,132
842,5316,5317.0,115
843,5317,5316.0,117
844,5317,5318.0,115
845,5318,5314.0,15
846,5318,5317.0,132
847,5318,5319.0,146
848,5319,5318.0,147
849,5319,5320.0,111
850,5320,5319.0,112
851,5320,5321.0,95
852,5321,5320.0,96
853,5321,5322.0,72
854,5322,5321.0,96
855,5322,5323.0,72
856,5323,5322.0,72
857,5323,5324.0,58
858,5323,5325.0,38
859,5324,5323.0,58
860,5324,5325.0,58
861,5325,5323.0,38
862,5325,5324.0,58
863,5325,5326.0,96
864,5326,5325.0,96
865,5326,5327.0,96
866,5327,5326.0,96
867,5327,5328.0,96
868,5328,5327.0,96
869,5332,5333.0,40
870,5333,5332.0,40
871,5333,5334.0,40
872,5334,5264.0,40
873,5334,5333.0,40
874,5336,5048.0,120
875,5336,5337.0,120
876,5337,5336.0,120
877,5337,5338.0,120
878,5338,5337.0,120
879,5338,5339.0,120
880,5339,5338.0,120
881,5339,5340.0,120
882,5340,5339.0,120
883,5340,5341.0,120
884,5341,5340.0,120
885,5341,5342.0,120
886,5342,5341.0,120
887,5342,5343.0,105
888,5343,5342.0,105
889,5343,5344.0,105
890,5344,5343.0,105
891,5344,5345.0,120
892,5345,5344.0,120
893,5345,5346.0,120
894,5346,5345.0,120
895,5348,5051.0,13
896,5348,5350.0,27
897,5350,5348.0,26
898,5350,5352.0,27
899,5352,5093.0,27
900,5352,5350.0,26
901,5355,5093.0,23
902,5355,5356.0,23
903,5356,5355.0,23
904,5356,5357.0,23
905,5357,5359.0,23
906,5359,5093.0,26
907,5359,5151.0,50
908,5361,5151.0,18
909,5361,5152.0,41
910,5362,5152.0,34
911,5362,5363.0,41
912,5363,5362.0,52
913,5363,5364.0,41
914,5364,5152.0,26
915,5364,5363.0,52
916,5364,5365.0,67
917,5365,5364.0,78
918,5365,5366.0,67
919,5366,5154.0,26
920,5366,5365.0,78
921,5366,5367.0,41
922,5367,5154.0,41
923,5367,5366.0,52
924,5368,5154.0,70
925,5368,5369.0,59
926,5369,5368.0,70
927,5369,5370.0,59
928,5370,5369.0,70
929,5370,5374.0,59
930,5374,5370.0,61
931,5374,5375.0,59
932,5375,5374.0,61
933,5375,5376.0,59
934,5376,5375.0,70
935,5376,5378.0,41
936,5378,734.0,41
937,5378,5376.0,70
938,5409,5066.0,237
939,5409,5069.0,237
940,85033,85053.0,27
941,85033,85099.0,62
942,85053,1087.0,36
943,85053,85033.0,27
944,85099,2974.0,81
945,85099,85033.0,50
